I really like drake but I don't like this album.,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake is the epitome of manipulative bitch boy.,1,,,,,,,,,,,,,,,,,,,,,,,,
"Drake says - ""I don't know how to ask you if you're okay "" yet he's too good and she takes his love for granted?",1,,,,,,,,,,,,,,,,,,,,,,,,
"I hate drake song ""too good ""-he says that he doesn't know how to talk to her or be there yet he's TOO GOOD for her? Fuck outta here .",1,,,,,,,,,,,,,,,,,,,,,,,,
the most annoying fan bases are Drake fans and the BeyHive,1,,,,,,,,,,,,,,,,,,,,,,,,
<MENTION> she's reaching Drake level pettiness,1,,,,,,,,,,,,,,,,,,,,,,,,
t mulla composure is way better than drake controlla don't @ me on this,1,,,,,,,,,,,,,,,,,,,,,,,,
I hate this feeling.. I'm doubting Drake's talent a little.,1,,,,,,,,,,,,,,,,,,,,,,,,
What Happend To Drake It Scares Me _ªÉ±,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake been a fraud <LINK>,1,,,,,,,,,,,,,,,,,,,,,,,,
"Not impressed Drake, not impressed",1,,,,,,,,,,,,,,,,,,,,,,,,
drake is overrated.,1,,,,,,,,,,,,,,,,,,,,,,,,
pause why drake playing,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake took The Throne off Pop Style _ªÉ¥ this dude is horrible,1,,,,,,,,,,,,,,,,,,,,,,,,
"I think it's the old Steeler's in the 70s conundrum with Drake, how many ways can you say the same thing and win until it gets old? #VIEWS",1,,,,,,,,,,,,,,,,,,,,,,,,
Rap drake is trash though. <LINK>,1,,,,,,,,,,,,,,,,,,,,,,,,
<MENTION> drake shouldn't be rappin unless he's featuring just sayin,1,,,,,,,,,,,,,,,,,,,,,,,,
Convinced drake don't make his own music period he prolly barely write it,1,,,,,,,,,,,,,,,,,,,,,,,,
"I'm sick of having to play ""who is Drake talking about"" w/each album. He talks mad shit.",1,,,,,,,,,,,,,,,,,,,,,,,,
"<MENTION> Views is way too safe for me; every track is just ""a Drake song"". I dig the newer sounds yonce tries, along with the concept",1,,,,,,,,,,,,,,,,,,,,,,,,
I don't fuck with dancehall Drake,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake groupies make me nauseous lmao,1,,,,,,,,,,,,,,,,,,,,,,,,
Take drake off and put a real lyricist like Vince staples <LINK>,1,,,,,,,,,,,,,,,,,,,,,,,,
"Drake is also a hook bandit, he surfs the old waves for the smooth lines then hijacks them and makes them his own. Originators soak in salt.",1,,,,,,,,,,,,,,,,,,,,,,,,
Lol I hate drake so much,1,,,,,,,,,,,,,,,,,,,,,,,,
"If you think Views is anything classical or artistic, as a Drake stan, I'm here to tell you: you're ugly & wrong.",1,,,,,,,,,,,,,,,,,,,,,,,,
drake a bitch. bitch boy drake,1,,,,,,,,,,,,,,,,,,,,,,,,
<MENTION> I agree that shit is trash. Drake could have kept that shit to his self.,1,,,,,,,,,,,,,,,,,,,,,,,,
I feel like I'm being trolled and one day I'm going to find out that people were joking about actually thinking #Drake's music is good.,1,,,,,,,,,,,,,,,,,,,,,,,,
<MENTION> drake is terrible,1,,,,,,,,,,,,,,,,,,,,,,,,
"Drake new album, sounds like his last album _ª_Ó_ª_Ó_ª_Ó",1,,,,,,,,,,,,,,,,,,,,,,,,
drake _ª_å,1,,,,,,,,,,,,,,,,,,,,,,,,
ust realizing how annoying Drake will be if the Heat have to play Toronto next round,1,,,,,,,,,,,,,,,,,,,,,,,,
Probably the most unpopular opinion but I can't stand Drake and his music is awful _ªÉ_.. #sorrynotsorry,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake's album wasn't all that.,1,,,,,,,,,,,,,,,,,,,,,,,,
HOW IS DRAKE NOT A CANCER?!?!?,1,,,,,,,,,,,,,,,,,,,,,,,,
"Drake's gotta cool down with his chatter, he's nearing purple shirt guy territory",1,,,,,,,,,,,,,,,,,,,,,,,,
"It's funny how Drake doesn't know anything about basketball, just sits over there and talks shit",1,,,,,,,,,,,,,,,,,,,,,,,,
Drake is slowly becoming the most annoying celebrity NBA fan since Spike Lee. Sit yo ass down. <LINK>,1,,,,,,,,,,,,,,,,,,,,,,,,
.<MENTION> it kind of sounds like I swallowed Drake and I'm listening to his muffled cries for help from the inside of my stomach,1,,,,,,,,,,,,,,,,,,,,,,,,
I don't fuck with anybody who has or will purchase tickets for drake and future,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake is forever irrelevant as a rapper. Idgaf what anyone has to say,1,,,,,,,,,,,,,,,,,,,,,,,,
I'm MAD. FURIOUS. i deserve a better drake album than this,1,,,,,,,,,,,,,,,,,,,,,,,,
<MENTION> I feel like Drake lost a lot of fans with this album,1,,,,,,,,,,,,,,,,,,,,,,,,
beyond sick of hearing drake,1,,,,,,,,,,,,,,,,,,,,,,,,
"Really want the raptors to win this game, but I also want to see Drake cry... both can happen, right?",1,,,,,,,,,,,,,,,,,,,,,,,,
drake overrated,1,,,,,,,,,,,,,,,,,,,,,,,,
@Drake go back to acting. Views sucked and you were better off sitting in that wheelchair on Degrassi,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake is that annoying fan lmao,1,,,,,,,,,,,,,,,,,,,,,,,,
<MENTION> views is the typa shit that pussies listen to @Drake,1,,,,,,,,,,,,,,,,,,,,,,,,
<MENTION> Im some Fuck Canada and Fuck Drake shit right now,1,,,,,,,,,,,,,,,,,,,,,,,,
"<MENTION> <MENTION> oh I can definitely think of some shitty acts from there. Nickleback, Justin Bieber, drake, etc",1,,,,,,,,,,,,,,,,,,,,,,,,
drake is more annoying to watch than purple shirt man,1,,,,,,,,,,,,,,,,,,,,,,,,
I've seen enough of drake. His album a good 4 out of 10 and I'm being nice,1,,,,,,,,,,,,,,,,,,,,,,,,
drake ain't that cute. he kinda looks like a tortoise.,1,,,,,,,,,,,,,,,,,,,,,,,,
I'm the only person that get annoyed by drake music ?,1,,,,,,,,,,,,,,,,,,,,,,,,
Is it me or would anyone else wanna punch drake in the mouth if they were an opposing player,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake so annoying at the raptors games_ªÉ_,1,,,,,,,,,,,,,,,,,,,,,,,,
Only want the Pacers to win because of the trash Drake dropped,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake thinks Toronto loves him way more than they actually do...,1,,,,,,,,,,,,,,,,,,,,,,,,
"Views is ass cheeks , worst album drake even put out _ªÉ__ªêË",1,,,,,,,,,,,,,,,,,,,,,,,,
Drake can fuck off with his magic marker beard.,1,,,,,,,,,,,,,,,,,,,,,,,,
I HATE YALL SO MUCH TELL ME WHY SOMEONE ON INSTAGRAM SAID DRAKE CAN RAP BETTER THAN EMINEM I HATE YALL SO MUCH,1,,,,,,,,,,,,,,,,,,,,,,,,
I hate his voice I hate the way he looks I hate the way he moves fuck Drake,1,,,,,,,,,,,,,,,,,,,,,,,,
i hate @Drake,1,,,,,,,,,,,,,,,,,,,,,,,,
unpopular opinion: i hate drake,1,,,,,,,,,,,,,,,,,,,,,,,,
If everyone didn't know by now I hate Drake,1,,,,,,,,,,,,,,,,,,,,,,,,
I must be missing something because I hate the new Drake album and I'm very disappointed,1,,,,,,,,,,,,,,,,,,,,,,,,
"I hate a ""I love drake"" ass nigga",1,,,,,,,,,,,,,,,,,,,,,,,,
"<MENTION> if it's ass, you going right in the bin just like drake_ª‹¥",1,,,,,,,,,,,,,,,,,,,,,,,,
"I finally listened to the entire Views album and I must say, it's below par. Smh @Drake",1,,,,,,,,,,,,,,,,,,,,,,,,
<MENTION> i have no control over which songs get played but i do have control over which songs i mute... drake is trash forever,1,,,,,,,,,,,,,,,,,,,,,,,,
God I hate myself for liking this song but LATE NIGHT VIBES(I hate drake but I can stand him in this song),1,,,,,,,,,,,,,,,,,,,,,,,,
I got way too many drake fans in my life. _ªÉ__ª_‰_ªç¥,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake nice but that album was trash.,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake disrespected all Caribbean's with his fake reggae music_ªé†_ªé† don't @ me,1,,,,,,,,,,,,,,,,,,,,,,,,
"Amongst all the Drake projects I've ever heard, I feel this has the least replay value. Max 5 songs",1,,,,,,,,,,,,,,,,,,,,,,,,
Kanye over drake all day,1,,,,,,,,,,,,,,,,,,,,,,,,
Views has got to be Drake_Ñés weakest album to date by far,1,,,,,,,,,,,,,,,,,,,,,,,,
"Drake dis stole those lyrics on who do ya love, and he had to pay like $100k. Meek Mill wasn't entirely wrong...",1,,,,,,,,,,,,,,,,,,,,,,,,
drake aint nun but a canvas this nigga not the painter,1,,,,,,,,,,,,,,,,,,,,,,,,
now that it's official. Drake sucks. Views is one of the worst albums released this year. where are the ghost writers? #meekmill #backtoback,1,,,,,,,,,,,,,,,,,,,,,,,,
Hate how drake is on my popcaan station now _ªé†,1,,,,,,,,,,,,,,,,,,,,,,,,
We clocked Beyonce for this type of bullshit. We clocked Rihanna. Now it's time to clock Drake and the other industry clowns.,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake a fool for that intro lol,1,,,,,,,,,,,,,,,,,,,,,,,,
"<MENTION> Drake gone make it worst. Better bump Wayne ""single""",1,,,,,,,,,,,,,,,,,,,,,,,,
Drake still sound like he's on Degrassi on this album.,1,,,,,,,,,,,,,,,,,,,,,,,,
The new drake song is shit.,1,,,,,,,,,,,,,,,,,,,,,,,,
<MENTION> I feel like drake could have made this shit in a month but it took him 3 years?,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake has absolutely no talent with music at all.,1,,,,,,,,,,,,,,,,,,,,,,,,
I still don't know what Drake says at the beginning of Hype lmfao he gotta chill with the fake accent,1,,,,,,,,,,,,,,,,,,,,,,,,
Views is my least liked drake album,1,,,,,,,,,,,,,,,,,,,,,,,,
Is my music ear changing ?!? I like BeyoncÕ© album .. But I don't like Drake album or the OHB mixtape @chrisbrown put out _ª_Ó,1,,,,,,,,,,,,,,,,,,,,,,,,
"Am i the only one who notices the ghost written parts from the ""Views"" 
 
 I respect @Drake but i don't think i can take him seriously now..",1,,,,,,,,,,,,,,,,,,,,,,,,
Can't call me a hater cause drake got some hard shit out there....BUT...... Views from the 6 is garbage... I expected more!,1,,,,,,,,,,,,,,,,,,,,,,,,
_ªÉÇ kinda disappointed so far by #Views ...I kinda expected more from #Drake,1,,,,,,,,,,,,,,,,,,,,,,,,
Why is drake trying to do a Jamaican accent & who does he think he's fooling?,1,,,,,,,,,,,,,,,,,,,,,,,,
Listening to drake has to be one the worst decisions ever lol,1,,,,,,,,,,,,,,,,,,,,,,,,
I hate you Drake _ªÉ__ªÉ__ªÉ__ªÉ__ªÉ__ªÉ__ªÉ_ why you doin this to meeeeeeee,1,,,,,,,,,,,,,,,,,,,,,,,,
drake and beyonce so overrated,1,,,,,,,,,,,,,,,,,,,,,,,,
Nah the streets can't forgive Drake for taking Popcaan off controlla,1,,,,,,,,,,,,,,,,,,,,,,,,
Probably unpopular opinion: Drake is only okay.,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake ain't no rapper!,1,,,,,,,,,,,,,,,,,,,,,,,,
"unpopular opinion: 
 not really a fan of drake. some songs are aight, but that's pretty much it.",1,,,,,,,,,,,,,,,,,,,,,,,,
Drake Doing it wrong,1,,,,,,,,,,,,,,,,,,,,,,,,
Niggas gonna tell Meek to give it up like Drake wasnt throwing subs on Views _ªÉê https://t.co/ClAlLAJ8Kl,1,,,,,,,,,,,,,,,,,,,,,,,,
WHY DRAKE IS A SCAM @bumpersfm https://t.co/B6hXHAlOLB,1,,,,,,,,,,,,,,,,,,,,,,,,
I know views is fire but I won't listen because I don't like drake,1,,,,,,,,,,,,,,,,,,,,,,,,
It's so hard to watch drake dance when you're sober lol Chris breezy with the dance moves if you're drunk,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake album wasn't hitting on shit,1,,,,,,,,,,,,,,,,,,,,,,,,
That ghostwriting shit really hurt Drake feelings . His fans let it go but he didnt lmfao,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake is really garbage. Is this the original? @itsbae__ https://t.co/dc6ZppGHoW,1,,,,,,,,,,,,,,,,,,,,,,,,
Gucci's glow up is impeccable. Smh. Hope he doesn't feel hisself too much and start singing like Drake. https://t.co/hH08MzjBjk,1,,,,,,,,,,,,,,,,,,,,,,,,
I love arguing with Drake fans if you think he the best rapper singer whatever he do you don't know fucking music if you haven't been to,1,,,,,,,,,,,,,,,,,,,,,,,,
slandering white people and making Drake fans mad is what I live for,1,,,,,,,,,,,,,,,,,,,,,,,,
how ppl can say that drake is the best rapper like what the fuck is wrong with you,1,,,,,,,,,,,,,,,,,,,,,,,,
Fuckin drake why do people keep buying his album,1,,,,,,,,,,,,,,,,,,,,,,,,
@christo_meth showed how easy drake gets his feelings hurt lls,1,,,,,,,,,,,,,,,,,,,,,,,,
Views is Drake's worst project,1,,,,,,,,,,,,,,,,,,,,,,,,
I don't fuck with drake fr fr. He more of an entertainer more than anything.,1,,,,,,,,,,,,,,,,,,,,,,,,
Hmmm Ari sold almost triple that Drake did _ÉÇ«ôè_ªêô https://t.co/4BiaLhWZbx,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake's new album #6 sucks major donkey balls. #alreadypeaked . Too bad,1,,,,,,,,,,,,,,,,,,,,,,,,
One more fucking Drake DM and I'm a gonna pull out the big needles for the voodoo dolls.,1,,,,,,,,,,,,,,,,,,,,,,,,
"Actually if your favorite rapper is Drake, you're most likely a pussy.",1,,,,,,,,,,,,,,,,,,,,,,,,
if you buy drake's albums i want you to block me,1,,,,,,,,,,,,,,,,,,,,,,,,
"one, drake's album is trash i would never &amp; two, who asking for help when we cant help ourselves https://t.co/iFzoLasS5m",1,,,,,,,,,,,,,,,,,,,,,,,,
Drake in desperate need of new moves https://t.co/6b2F7KiLfs,1,,,,,,,,,,,,,,,,,,,,,,,,
I feel proud bc Ariana beat up Beyonce &amp; Drake in sales,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake stole the whole verse_ªÉ_ https://t.co/THbQEXsTRu,1,,,,,,,,,,,,,,,,,,,,,,,,
@NotSoAirJordan drake is gay af,1,,,,,,,,,,,,,,,,,,,,,,,,
"@CumpeeCum @musicnews_facts Adele WROTE every song off her album, when will drake ever so much for a ""rapper"" can't even write his own raps",1,,,,,,,,,,,,,,,,,,,,,,,,
Drake is dope at times but so overhyped sadly,1,,,,,,,,,,,,,,,,,,,,,,,,
"this IS ALL Drake's fault, i dont love him no more. i fckn HATE him. all he had to do was wait to release on Christmas, smh. FUCK HIM",1,,,,,,,,,,,,,,,,,,,,,,,,
Who tf is drake fr,1,,,,,,,,,,,,,,,,,,,,,,,,
"Drake doesn't love women, he loves his ego. https://t.co/uCTOSaCibg",1,,,,,,,,,,,,,,,,,,,,,,,,
Forever feeling sorry for drake's fans.,1,,,,,,,,,,,,,,,,,,,,,,,,
@chartnews @GoldPlatCA @Drake flopped trash,1,,,,,,,,,,,,,,,,,,,,,,,,
@chartnews @GoldPlatCA @Drake he's over.,1,,,,,,,,,,,,,,,,,,,,,,,,
"My mom heard a Drake record...she said ""Tommi is that you? It sounds like you!!"" My head went down in shame",1,,,,,,,,,,,,,,,,,,,,,,,,
"When I'm drake 
 Call me views from the six 6«ôè_ó£_ªÇµ_ªè__ªÓ‚
 But when I'm his fan
 Call me views from his dick _ªç__ªÉ__ªÓ‚",1,,,,,,,,,,,,,,,,,,,,,,,,
THE FUCK IS DRAKE DOINH AHJAKA IM CRYIGN https://t.co/YXgAO33X8G,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake is a bottom,1,,,,,,,,,,,,,,,,,,,,,,,,
"Alright, am I the only one not feeling Drake's new album??",1,,,,,,,,,,,,,,,,,,,,,,,,
wonder where drake would be rn if that nigga on degrassi kept shooting_ª_Ó,1,,,,,,,,,,,,,,,,,,,,,,,,
So y'all think Drake is done rapping about Johnny?,1,,,,,,,,,,,,,,,,,,,,,,,,
Life of Pablo by a country mile. Anyone who says different dickrides Drake https://t.co/WTaGbmPYTn,1,,,,,,,,,,,,,,,,,,,,,,,,
"@R_macas final conclusion, is tht this song is a banger, but drake fucked it up",1,,,,,,,,,,,,,,,,,,,,,,,,
@LakersNation he wants to stay and suck up Drake,1,,,,,,,,,,,,,,,,,,,,,,,,
_ÑÒ@Social_couture_: Drake wanted to kiss Lebron so bad _ªêå https://t.co/v3wYV0RYFO_Ñù lmao,1,,,,,,,,,,,,,,,,,,,,,,,,
"This is hip hop, you ain't write it, don't record it,
 Ion't kno how they gettin down across the border.... @Drake _ªÉ__ªÉ__ÒÔ",1,,,,,,,,,,,,,,,,,,,,,,,,
Just remembered why I like Meek Mill over drake.,1,,,,,,,,,,,,,,,,,,,,,,,,
@musicnews_shade fuck drake,1,,,,,,,,,,,,,,,,,,,,,,,,
Fuck Drake. Fuck Views. I'm gonna kill her monkey's ass https://t.co/h2TylSLYmG,1,,,,,,,,,,,,,,,,,,,,,,,,
@musicnews_facts @Drake @ArianaGrande fuck drake,1,,,,,,,,,,,,,,,,,,,,,,,,
@musicnews_facts @Drake @ArianaGrande Drake is local trash,1,,,,,,,,,,,,,,,,,,,,,,,,
"No offense but I'm sick of seeing Drake, The Weeknd, Justin Bieber, and Taylor Swift on the tops of the charts they're all mediocre",1,,,,,,,,,,,,,,,,,,,,,,,,
Drake still looks like an anaconda + a deflated penis...,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake can kill himself,1,,,,,,,,,,,,,,,,,,,,,,,,
I hate drake now he's so overrated smfh https://t.co/VLW7mtXB1J,1,,,,,,,,,,,,,,,,,,,,,,,,
@chartnews @Drake ariana is better,1,,,,,,,,,,,,,,,,,,,,,,,,
FUCK U I WANT U DEAD @DRAKE,1,,,,,,,,,,,,,,,,,,,,,,,,
"If I had to choose if I could only listen to Drake or 2 Chainz &amp; Lil Wayne for a year, I'd pick 2 Chainz and Lil Wayne.",1,,,,,,,,,,,,,,,,,,,,,,,,
"Drake's music is so cheap and so damn overrated, especially Views, his worst album. Tragic.",1,,,,,,,,,,,,,,,,,,,,,,,,
DRAKE IS THE MOST OVERRATED RAPPER OF ALL TIME AND VIEWS ISNT EVEN WORTHY OF A #1 https://t.co/ZdRVcl49JF,1,,,,,,,,,,,,,,,,,,,,,,,,
I'm sad. Fuck you @Drake and your trash https://t.co/OuLzRmE51d,1,,,,,,,,,,,,,,,,,,,,,,,,
@musicnews_shade DRAKE IS TRASH,1,,,,,,,,,,,,,,,,,,,,,,,,
I'm cutting Aubrey off _ª¥Ê_ªè__ª¥Ê_ªè_ drake who? _ª¥Ê_ªè_ Views is straight trash _ª¥Ê_ªè__ª¥Ê_ªè_,1,,,,,,,,,,,,,,,,,,,,,,,,
when music was good and we didn't have trash like drake's new album https://t.co/Ms8TTGW4AL,1,,,,,,,,,,,,,,,,,,,,,,,,
@the508god Drake still trash,1,,,,,,,,,,,,,,,,,,,,,,,,
"Drake is really bad at having relationships, views explains it all_ªÉ_",1,,,,,,,,,,,,,,,,,,,,,,,,
Yea I hate drake but I won't call it trash... Neither was it great though https://t.co/5y0rq0nWwq,1,,,,,,,,,,,,,,,,,,,,,,,,
drake needs to take notes bc this is way better than what he did https://t.co/LVvDzFxNZr,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake use to be ugly.,1,,,,,,,,,,,,,,,,,,,,,,,,
I can finally remove Drake's tragic album from my spotify except for the bop that is One Dance.,1,,,,,,,,,,,,,,,,,,,,,,,,
_ªé†_ªé†_ªé†fuck drake  https://t.co/VtLLxt9E1f,1,,,,,,,,,,,,,,,,,,,,,,,,
@ASVPLOSO_ did you not that audio of this nigga Drake sucking this nigga  (pause) I have to question did you really listen??,1,,,,,,,,,,,,,,,,,,,,,,,,
What fucking dick lord is playing drake at a Kenny Chesney tailgate...........,1,,,,,,,,,,,,,,,,,,,,,,,,
Drake stole the shit first smh https://t.co/xem7LwCnZc,1,,,,,,,,,,,,,,,,,,,,,,,,
@itsMarioSelman drake thinks he is too good for all of us,1,,,,,,,,,,,,,,,,,,,,,,,,
